Restaurant ID,Restaurant Name,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Rating text,Votes
3400025,Jahanpanah,Agra,"North Indian, Mughlai",850,No,No,3.9,Good,140
3400341,Rangrezz Restaurant,Agra,"North Indian, Mughlai",700,No,No,3.5,Good,71
3400005,Time2Eat - Mama Chicken,Agra,North Indian,500,No,No,3.6,Good,94
3400021,Chokho Jeeman Marwari Jain Bhojanalya,Agra,Rajasthani,400,No,No,4,Very Good,87
3400017,Pinch Of Spice,Agra,"North Indian, Chinese, Mughlai",1000,No,No,4.2,Very Good,177
3400325,MoMo Cafe,Agra,"North Indian, European",2000,No,No,4,Very Good,45
3400059,Peshawri - ITC Mughal,Agra,"North Indian, Mughlai",2500,No,No,4.3,Very Good,133
3400060,Taj Bano - ITC Mughal,Agra,Mughlai,2500,No,No,4,Very Good,41
3400348,G Thal,Agra,"Rajasthani, Gujarati, Mughlai",800,No,No,3.6,Good,59
3400072,Dawat-e-Nawab - Radisson Blu,Agra,"North Indian, Mughlai",3600,No,No,3.8,Good,46
3400073,The Latitude - Radisson Blu,Agra,"North Indian, Chinese, Continental",0,No,No,3.9,Good,103
3400019,Dasaprakash Restaurant,Agra,"South Indian, Desserts",550,No,No,4.1,Very Good,121
3400033,The Charcoal Chimney,Agra,"North Indian, Chinese, Continental, Mughlai",1100,No,No,3.4,Average,70
3400346,Sheroes Hangout,Agra,"Cafe, North Indian, Chinese",0,No,No,4.9,Excellent,77
3400350,Bon Barbecue,Agra,"North Indian, Chinese, Continental",1500,No,No,3.8,Good,57
3400391,Chapter 1 Cafe,Agra,"Cafe, Italian, Mexican, North Indian, Continental",0,No,No,3.9,Good,98
3400016,Pind Balluchi,Agra,"North Indian, Mughlai",900,No,No,3.7,Good,175
3400105,Pizza Hut,Agra,"Italian, Pizza",700,No,No,4.4,Very Good,134
3400326,Tea'se Me - Rooftop Tea Boutique,Agra,"Chinese, Italian, Continental, North Indian",1000,No,No,4.2,Very Good,166
3400392,Thaaliwala,Agra,"North Indian, Fast Food",700,No,No,4.1,Very Good,168
111895,650 - The Global Kitchen,Ahmedabad,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,No,No,4.2,Very Good,1582
110502,Patang - The Revolving Restaurant,Ahmedabad,"Continental, Chinese, North Indian",1800,No,No,3.7,Good,1315
18396250,Huber & Holly,Ahmedabad,"Ice Cream, Desserts, Continental",300,No,Yes,4.5,Excellent,217
113702,@Mango,Ahmedabad,"North Indian, Continental, Mexican, Italian",800,No,No,4.1,Very Good,769
113433,Fozzie's Pizzaiolo,Ahmedabad,"Pizza, Italian, Beverages, Desserts",900,No,Yes,4.3,Very Good,731
18438909,La Pino'z Pizza,Ahmedabad,"Pizza, Italian",500,No,Yes,4.4,Very Good,113
18143128,Mocha,Ahmedabad,"Cafe, Continental, Desserts",1000,No,Yes,4.4,Very Good,944
18438944,Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,"North Indian, Cafe, Italian, Mexican, Continental",1000,No,Yes,3.8,Good,63
110436,MoMo Cafí© - Courtyard By Marriott,Ahmedabad,"North Indian, South Indian, Asian, Continental",1400,No,No,3.6,Good,375
18385201,Cryo Lab,Ahmedabad,"Desserts, Ice Cream",350,No,No,4.6,Excellent,166
110395,Swati Snacks,Ahmedabad,"Fast Food, Street Food, South Indian",450,No,No,4.4,Very Good,697
18335583,Brick Kitchen,Ahmedabad,"North Indian, Chinese, Continental",900,No,No,4.3,Very Good,325
110237,Kabir Restaurant,Ahmedabad,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,No,Yes,3.8,Good,432
113537,Puffizza,Ahmedabad,"Italian, Fast Food",700,No,Yes,4.3,Very Good,744
113703,Cafe Alfresco,Ahmedabad,"Cafe, Beverages, Desserts, Pizza",700,No,Yes,4,Very Good,404
18385186,The Cafe Baraco,Ahmedabad,"Cafe, Italian",600,No,Yes,4.4,Very Good,317
113325,Nini's Kitchen,Ahmedabad,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,No,Yes,4.5,Excellent,1138
111826,Yanki Sizzlers,Ahmedabad,"Continental, Italian, Chinese",1200,No,No,4.1,Very Good,1041
110516,The Garden Cafe - The Fern,Ahmedabad,"North Indian, Italian, Asian, South Indian",1200,No,No,4.1,Very Good,192
18371341,Mazzo,Ahmedabad,"Cafe, American, Continental, Armenian, Fast Food",550,No,Yes,3.9,Good,166
113570,Turquoise Villa,Ahmedabad,Continental,1200,No,No,4,Very Good,535
2400020,Aryan Family's Delight,Allahabad,"North Indian, South Indian, Fast Food",500,No,No,3.4,Average,57
2400148,Bean Here,Allahabad,"Cafe, Fast Food",350,No,No,3.3,Average,76
2400019,Bikanerwala,Allahabad,"North Indian, Street Food, Fast Food",500,No,No,3.2,Average,51
2400193,Dewsis,Allahabad,"North Indian, Chinese",600,No,No,3.4,Average,99
2400027,Friends Forever,Allahabad,"North Indian, Chinese",600,No,No,3.4,Average,83
17960073,Hotel Ravisha Continental,Allahabad,"North Indian, South Indian, Chinese",600,No,No,3.4,Average,18
2400119,KFC,Allahabad,"American, Fast Food",500,No,No,3.4,Average,58
2400014,McDonald's,Allahabad,Fast Food,400,No,No,3.3,Average,53
2400403,Pind Balluchi,Allahabad,"North Indian, Mughlai",800,No,No,3.2,Average,6
2400349,Pizza Hut,Allahabad,"Italian, Pizza",700,No,No,3.4,Average,35
2400279,Subway,Allahabad,"Fast Food, American, Salad, Healthy Food",400,No,No,3.4,Average,32
2400017,Tandoor Restaurant,Allahabad,"North Indian, Chinese",500,No,No,3.2,Average,151
18317988,The BrewMaster,Allahabad,"North Indian, Chinese, Italian",0,No,No,3.3,Average,49
2400144,The Tamarind Tree,Allahabad,"South Indian, Chinese",500,No,No,3.4,Average,106
2400195,Cafe El Chico,Allahabad,"Continental, Italian",1000,No,No,3.6,Good,59
2400052,Eat On,Allahabad,North Indian,200,No,No,3.7,Good,105
2400016,Hot Stuff,Allahabad,"North Indian, Fast Food",500,No,No,3.5,Good,105
2400293,Paradise,Allahabad,"Desserts, Fast Food",500,No,No,3.6,Good,57
2400009,Sagar Ratna,Allahabad,"South Indian, North Indian, Chinese, Continental",400,No,No,3.5,Good,134
2400010,Moti Mahal Delux,Allahabad,"Mughlai, North Indian, Chinese",800,No,No,3.3,Average,58
2200011,Makhan Fish and Chicken Corner,Amritsar,"North Indian, Chinese",700,No,No,3.4,Average,345
2200078,Charming Chicken,Amritsar,North Indian,300,No,No,3.9,Good,151
18204507,Ahuja Milk Bhandar,Amritsar,Beverages,100,No,No,4,Very Good,52
2200030,Crystal Restaurant,Amritsar,"North Indian, Mughlai",800,No,No,3.4,Average,122
2200201,Brijwasi Chat Bhandar,Amritsar,Street Food,150,No,No,3.6,Good,56
2200067,Bubby Fish & Chicken Corner,Amritsar,North Indian,300,No,No,3.5,Good,91
2200358,Bon Gateau,Amritsar,"Cafe, Bakery, Fast Food",500,No,No,3.4,Average,26
2200001,The Yellow Chilli,Amritsar,"North Indian, Mughlai, Chinese",1200,No,No,3.4,Average,98
2200033,La Roma Pizzeria,Amritsar,"Fast Food, Italian",400,No,No,3.5,Good,111
2200283,Sakhis Watz Kukin,Amritsar,"North Indian, Chinese",700,No,No,3.6,Good,51
2200045,The Kulcha Land,Amritsar,"North Indian, Street Food",200,No,No,3.9,Good,206
2200149,Shudh Restaurant,Amritsar,"North Indian, South Indian, Chinese, Fast Food",600,No,No,3.4,Average,44
2200043,Bade Bhai Ka Brothers' Dhaba,Amritsar,"North Indian, Fast Food",500,No,No,3.7,Good,94
2200044,Bharawan Da Dhaba,Amritsar,"North Indian, Fast Food",500,No,No,3.5,Good,461
2200132,Brothers Dhaba,Amritsar,North Indian,500,No,No,3.8,Good,276
2200236,Brothers' Amritsari Dhaba,Amritsar,North Indian,400,No,No,3.8,Good,71
2200175,Gurdas Ram Jalebi Wala,Amritsar,Mithai,100,No,No,4.1,Very Good,104
2200000,Kesar Da Dhabha,Amritsar,North Indian,500,No,No,4.1,Very Good,878
2200055,Beera Chicken Corner,Amritsar,North Indian,500,No,No,3.8,Good,192
2200034,Surjit Food Plaza,Amritsar,North Indian,1000,No,No,3.5,Good,96
2200153,Kanha Sweets,Amritsar,Fast Food,150,No,No,4.1,Very Good,140
2500023,Kream N Krunch,Aurangabad,"North Indian, Chinese, Continental, Italian",800,No,No,3.6,Good,240
2500076,Balbeer's Kitchen & Bar,Aurangabad,"Italian, Continental, Chinese, North Indian",850,No,No,3.3,Average,65
2500054,Angeethi Restaurant,Aurangabad,"North Indian, Chinese",600,No,No,3.3,Average,63
2500134,Domino's Pizza,Aurangabad,Pizza,700,No,No,3.1,Average,19
2500069,Hotel Laadli,Aurangabad,"North Indian, South Indian",350,No,No,3.4,Average,46
2500256,Indiana Veg Restaurant,Aurangabad,"South Indian, North Indian, Chinese, Fast Food",450,No,No,3.4,Average,75
2500024,Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,"North Indian, Chinese, Continental, Italian, Mexican",1800,No,No,3.4,Average,94
2500075,Mauj Restaurant,Aurangabad,"Italian, Fast Food, North Indian, Chinese",500,No,No,3.3,Average,47
2500029,Naivedya,Aurangabad,North Indian,500,No,No,3.4,Average,71
2500079,d' Curry House,Aurangabad,"Continental, Chinese, Biryani, North Indian",1000,No,No,3.6,Good,73
2500343,Mokoholic Juice Bar,Aurangabad,"Juices, Desserts",300,No,No,3.5,Good,21
2500052,Ashoka's Veg Restaurant,Aurangabad,"South Indian, Chinese, North Indian",400,No,No,3.3,Average,46
2500062,Kareem's Fine Dining,Aurangabad,"Mughlai, Biryani",700,No,No,3.3,Average,45
2500056,That Baat,Aurangabad,Maharashtrian,450,No,No,3.4,Average,34
2500030,Bhoj Restaurant,Aurangabad,North Indian,450,No,No,3.7,Good,89
2500390,Downside Up,Aurangabad,"Cafe, Mughlai, North Indian",400,No,No,3.2,Average,8
2500007,Kareem's Kabab & Biryani,Aurangabad,Mughlai,650,No,No,3.4,Average,39
2500123,Great Sagar Restaurant,Aurangabad,"North Indian, Mughlai",600,No,No,3.3,Average,74
2500122,Kailash Restaurant,Aurangabad,"North Indian, Chinese, South Indian, Fast Food",450,No,No,3.3,Average,76
2500346,Yalla Yalla,Aurangabad,"North Indian, Hyderabadi",500,No,No,3.3,Average,71
50943,Sultans of Spice,Bangalore,"North Indian, Mughlai",1300,Yes,Yes,4.1,Very Good,2416
58268,The Fatty Bao - Asian Gastro Bar,Bangalore,Asian,2400,Yes,Yes,4.7,Excellent,2369
51705,Toit,Bangalore,"Italian, American, Pizza",2000,No,No,4.8,Excellent,10934
18162866,Three Dots & A Dash,Bangalore,"European, Continental",1300,Yes,No,3.9,Good,1354
18407918,Bombay Brasserie,Bangalore,Modern Indian,1500,No,Yes,4.2,Very Good,231
56464,Glen's Bakehouse,Bangalore,"Bakery, Desserts, Cafe",800,No,No,4,Very Good,3533
18221572,Onesta,Bangalore,"Pizza, Cafe, Italian",600,No,Yes,4.3,Very Good,1413
18359919,Onesta,Bangalore,"Pizza, Cafe, Italian",600,No,No,4.6,Excellent,781
18439634,ECHOES Koramangala,Bangalore,"Continental, American, Italian, North Indian, Chinese, Cafe",950,No,No,4.7,Excellent,276
51040,Truffles,Bangalore,"American, Burger, Cafe",800,No,Yes,4.7,Excellent,9667
54162,The Black Pearl,Bangalore,"North Indian, European, Mediterranean",1400,Yes,No,4.1,Very Good,5385
18305628,Eat Street,Bangalore,"North Indian, Chinese, Italian, Street Food, Desserts",400,No,Yes,4.3,Very Good,753
18385443,Koramangala Social,Bangalore,"Continental, American",1500,No,No,4.5,Excellent,1288
56618,AB's - Absolute Barbecues,Bangalore,"European, Mediterranean, North Indian",1400,No,No,4.6,Excellent,6907
18353121,Flechazo,Bangalore,"Asian, Mediterranean, North Indian",1200,Yes,No,4.4,Very Good,983
18366652,Onesta,Bangalore,"Pizza, Cafe, Italian",600,No,No,4.6,Excellent,627
18430785,Communiti,Bangalore,Continental,1200,No,No,4.2,Very Good,334
58882,Big Brewsky,Bangalore,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1800,Yes,Yes,4.5,Excellent,5705
18422898,Hoot,Bangalore,"Continental, Italian, North Indian",1400,No,No,3.9,Good,405
18339874,Farzi Cafe,Bangalore,Modern Indian,1500,No,No,4.4,Very Good,754
2600472,Black N White Cafe,Bhopal,"Cafe, Chinese, North Indian",200,No,No,3.3,Average,51
2600514,Maybe There,Bhopal,Cafe,600,No,No,3.4,Average,63
2600109,Sagar Gaire Fast Food,Bhopal,Fast Food,250,No,No,4.9,Excellent,427
2600311,The Kasbah,Bhopal,"North Indian, Chinese",700,No,No,3.9,Good,126
2600008,Bake N Shake,Bhopal,Fast Food,500,No,No,4.2,Very Good,223
2600031,10 Downing Street,Bhopal,"North Indian, Chinese",1000,No,No,4,Very Good,257
2600250,Chi Kitchen,Bhopal,Chinese,1000,No,No,4,Very Good,103
2600025,Pizza Hut,Bhopal,Pizza,650,No,No,4.1,Very Good,118
2600494,Kafe Kulture,Bhopal,"Cafe, Fast Food",600,No,No,3.8,Good,98
18108352,Violet Hour,Bhopal,Bakery,500,No,No,3.8,Good,33
2600079,Bapu Ki Kutia,Bhopal,"North Indian, Chinese, South Indian, Fast Food",550,No,No,3.5,Good,175
2600340,Da pizzeria,Bhopal,"Pizza, Italian, Fast Food",500,No,No,3.6,Good,111
18461339,Papa Mexicano,Bhopal,"Fast Food, Mexican, Tex-Mex",350,No,No,3.6,Good,20
2600010,Bake N Shake,Bhopal,Fast Food,500,No,No,4.1,Very Good,103
2600230,Manohar Dairy And Restaurant,Bhopal,"North Indian, South Indian, Street Food, Bakery",400,No,No,4.4,Very Good,243
2600003,Manohar Dairy And Restaurant,Bhopal,"North Indian, South Indian, Street Food, Bakery",400,No,No,4.1,Very Good,238
2600303,Kebabsville - Sayaji Hotel,Bhopal,North Indian,1800,No,No,4.3,Very Good,128
2600180,Indian Coffee House,Bhopal,South Indian,500,No,No,3.9,Good,161
2600393,The Urban Socialite,Bhopal,"Italian, Mexican, Chinese",900,No,No,3.8,Good,79
2600007,Bake N Shake,Bhopal,Fast Food,500,No,No,4.3,Very Good,120
2900587,Tyre Patty,Bhubaneshwar,Cafe,500,No,No,3.9,Good,289
2900354,Silver Streak,Bhubaneshwar,Chinese,550,No,No,4.1,Very Good,379
2900633,Barbeque Nation,Bhubaneshwar,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,No,No,4.6,Excellent,154
18408676,Central Perk 7,Bhubaneshwar,"Cafe, Charcoal Grill, Steak",600,No,No,4.5,Excellent,145
2900234,The Chicken Dinesty,Bhubaneshwar,"Fast Food, North Indian, Chinese",500,No,No,3.9,Good,247
2900550,Taste Of China,Bhubaneshwar,Chinese,500,No,No,4,Very Good,145
18362677,Michael's Kitchen,Bhubaneshwar,"North Indian, Asian, European",850,No,No,3.7,Good,118
2900044,Mamma Mia - Mayfair Lagoon,Bhubaneshwar,"Cafe, Italian, Mexican, Bakery",1400,No,No,4.1,Very Good,256
2900469,99 North Restaurant,Bhubaneshwar,"North Indian, Chinese",450,No,No,3.6,Good,173
2900219,Adda,Bhubaneshwar,"North Indian, Chinese, Mexican, Beverages",600,No,No,3.8,Good,424
2900473,Chill Ummm,Bhubaneshwar,"Chinese, North Indian, Cafe",450,No,No,3.7,Good,338
2900020,Lal Qila,Bhubaneshwar,"Mughlai, Chinese, North Indian",500,No,No,3.7,Good,228
2900562,Richard's Kitchen & Coffee Bar,Bhubaneshwar,"Cafe, Chinese, Fast Food, Seafood",450,No,No,3.8,Good,253
18413814,Aangan Horizon,Bhubaneshwar,"North Indian, Chinese, Continental",900,No,No,4,Very Good,90
18235390,Brewberrys The Coffee Bar,Bhubaneshwar,Cafe,400,No,No,4,Very Good,197
2900640,Chai Break,Bhubaneshwar,"Italian, Cafe, Chinese, Continental",800,No,No,4.3,Very Good,69
18271459,JUGAAD JN.,Bhubaneshwar,"North Indian, Rajasthani",300,No,No,4.1,Very Good,199
18377283,Cha cTea,Bhubaneshwar,"Cafe, Tea",500,No,No,3.8,Good,56
18408600,Food Fever,Bhubaneshwar,"Chinese, North Indian",900,No,No,4.2,Very Good,49
2900012,Mainland China,Bhubaneshwar,Chinese,1500,No,No,4.3,Very Good,345
18436042,Eram Rooftop,Bhubaneshwar,"Asian, Continental",400,No,No,3.5,Good,89
122003,The Night Factory,Chandigarh,"North Indian, Chinese, Continental, Pizza",850,No,Yes,3.7,Good,665
121552,Brooklyn Central,Chandigarh,"American, Cafe",1600,No,No,4.2,Very Good,676
121214,Chili's,Chandigarh,"Mexican, American, Italian",1400,No,Yes,4.3,Very Good,970
121553,Kylin Experience,Chandigarh,"Japanese, Chinese, Thai, Malaysian, Burmese, Asian",1600,No,No,4.1,Very Good,300
121312,Mocha,Chandigarh,"Continental, Italian, Thai, Finger Food",1400,No,No,4,Very Good,428
121335,Pirates of Grill,Chandigarh,"North Indian, Continental, Asian",1200,No,No,4,Very Good,1022
120014,Barbeque Nation,Chandigarh,"North Indian, Chinese",1300,No,No,4.5,Excellent,1450
123125,TGI Friday's,Chandigarh,"American, Tex-Mex",1800,No,No,4.3,Very Good,228
120221,Pal Dhaba,Chandigarh,North Indian,700,No,No,3.8,Good,982
122064,Midnight Chef,Chandigarh,"North Indian, Chinese, Continental, Italian, Burger",1000,No,Yes,3.4,Average,502
120203,Nik Baker's,Chandigarh,"Bakery, Desserts, Cafe",650,No,No,4.1,Very Good,698
120219,OvenFresh,Chandigarh,"Cafe, Bakery",650,No,No,4.1,Very Good,397
121425,Super Donuts,Chandigarh,"Burger, Fast Food, Desserts, Beverages",450,No,Yes,4,Very Good,265
123010,Taco Bell,Chandigarh,"Mexican, Fast Food",600,No,Yes,4.2,Very Good,252
123294,Karim's,Chandigarh,"Mughlai, North Indian",800,No,No,3.3,Average,86
121120,Virgin Courtyard,Chandigarh,Italian,2200,No,No,4.4,Very Good,817
122940,Burgrill,Chandigarh,"Burger, Fast Food",500,No,Yes,4.5,Excellent,249
122830,Uncle Jack's,Chandigarh,"Desserts, American",600,No,No,4,Very Good,356
69024,That Madras Place,Chennai,"European, Italian, Desserts",800,Yes,Yes,4.2,Very Good,1810
72475,Haunted,Chennai,"North Indian, Chinese, Arabian",800,Yes,Yes,3.8,Good,519
70431,Pantry d'or,Chennai,"Continental, Cafe, Italian, Desserts",750,Yes,Yes,4.4,Very Good,1504
71443,Palmshore,Chennai,"North Indian, Mughlai, Chinese, South Indian",850,Yes,Yes,4.2,Very Good,841
73088,Chili's,Chennai,"Mexican, American, Tex-Mex, Burger",1700,Yes,Yes,4.8,Excellent,1262
18423075,Writer's Cafe,Chennai,"Cafe, European",450,No,Yes,4.2,Very Good,191
70890,Fusilli Reasons,Chennai,Italian,350,No,No,4.6,Excellent,1510
71492,Ciclo Cafe,Chennai,"Cafe, Continental",1100,No,No,4.1,Very Good,1004
70092,Kaidi Kitchen,Chennai,"Italian, Mexican, Chinese, Thai, North Indian",1500,Yes,Yes,4,Very Good,1820
70393,Bombay Brasserie,Chennai,North Indian,1200,Yes,Yes,4.6,Excellent,1753
70894,Maplai,Chennai,"South Indian, Chettinad",1000,Yes,No,4.2,Very Good,1714
73279,Paradise,Chennai,"Biryani, North Indian",900,No,Yes,3.8,Good,1317
69951,L'amandier,Chennai,"European, Cafe, Italian",1200,Yes,Yes,4.3,Very Good,1607
72497,Palmshore,Chennai,"North Indian, Mughlai, Chinese, South Indian",850,Yes,Yes,4.4,Very Good,645
65413,Palmshore,Chennai,"North Indian, Mughlai, Chinese, South Indian",850,Yes,Yes,4.3,Very Good,742
70497,Basil With A Twist,Chennai,"Continental, Cafe, Spanish, Italian, European, Greek, Mediterranean",1500,Yes,Yes,4.5,Excellent,1210
65055,Barbeque Nation,Chennai,"North Indian, Continental",2000,No,No,4.4,Very Good,3848
18384227,AB's - Absolute Barbecues,Chennai,"North Indian, European, Mediterranean",1600,No,No,4.9,Excellent,859
72604,Coal Barbecues,Chennai,"North Indian, Mediterranean, Asian, Arabian",1400,No,No,4.6,Excellent,1267
66457,Pind,Chennai,"North Indian, Chinese",900,Yes,No,4,Very Good,2272
18260777,Kuchi n Kream,Coimbatore,"Cafe, Continental, Fast Food",800,No,Yes,4.6,Excellent,202
3000107,Haribhavanam Hotel,Coimbatore,"South Indian, Chettinad, North Indian",600,No,No,3.9,Good,318
3000132,Kites Cafe,Coimbatore,Cafe,400,No,Yes,3.8,Good,124
3000122,Zucca Pizzeria,Coimbatore,Pizza,600,No,Yes,3.5,Good,274
3001032,Burger Ka Baap,Coimbatore,Fast Food,500,No,No,4.3,Very Good,147
3000021,The Cascade Restaurant,Coimbatore,Chinese,1200,No,Yes,4.1,Very Good,243
18434000,24 Plus Cafe & Restaurant,Coimbatore,"Continental, Fast Food, Desserts, Indian",450,No,No,3.8,Good,24
3000195,Valarmathi Kongunaatu Samayal,Coimbatore,"South Indian, Biryani",350,No,No,4.5,Excellent,380
3000126,Bird On Tree,Coimbatore,"Continental, Chinese, Thai, Malaysian, North Indian",1200,No,No,3.8,Good,221
18280306,Tim's Bistro,Coimbatore,"North Indian, Continental",700,No,Yes,3.9,Good,85
3001489,Batlivala & Khanabhoy,Coimbatore,"Parsi, North Indian",1200,No,No,4.2,Very Good,40
3000770,Cafe Totaram,Coimbatore,"Cafe, Fast Food",600,No,Yes,4,Very Good,132
3000062,Cream Centre,Coimbatore,"North Indian, Chinese, Italian, Mexican",1000,No,No,4,Very Good,203
3000016,On The Go,Coimbatore,"Italian, North Indian, Desserts",1500,No,No,4,Very Good,215
3000014,Sree Annapoorna,Coimbatore,"South Indian, North Indian, Chinese",400,No,No,4.3,Very Good,225
3000001,That's Y Food,Coimbatore,"North Indian, Biryani",1400,No,No,4.2,Very Good,299
3001321,CakeBee,Coimbatore,"Bakery, Desserts",350,No,Yes,4.9,Excellent,200
3000996,Yari,Coimbatore,"North Indian, Chinese, Street Food",700,No,No,4.2,Very Good,221
3001065,Cream Stone,Coimbatore,"Desserts, Ice Cream",300,No,No,4.3,Very Good,161
3000048,Barbeque Nation,Coimbatore,"North Indian, European, Mediterranean",1400,No,No,4.4,Very Good,505
3500012,The Punjabi Essence Restaurant,Dehradun,"North Indian, Chinese",800,No,No,3.6,Good,102
3500007,Tirupati Restaurant,Dehradun,"South Indian, North Indian, Chinese",500,No,No,3.8,Good,115
3500017,Anandam,Dehradun,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",650,No,No,3.9,Good,141
3500018,Town Table Restaurant,Dehradun,"North Indian, Chinese, Continental",1000,No,No,3.9,Good,173
3500011,Kalsang Friends Corner,Dehradun,"Chinese, Thai, Tibetan",750,No,No,4.2,Very Good,406
18416632,The Great Indian Pub,Dehradun,North Indian,1500,No,No,4.9,Excellent,50
18279289,BMG - All Day Dining,Dehradun,"Chinese, North Indian, Fast Food",0,No,No,4.3,Very Good,63
18408585,Punjab Grill,Dehradun,"Mughlai, North Indian",1250,No,No,4,Very Good,98
3500059,TBistro,Dehradun,"North Indian, Chinese",550,No,No,3.8,Good,230
3500081,Y Cafe & Restaurant,Dehradun,Cafe,500,No,No,4,Very Good,94
17971273,Eddie's Patisserie,Dehradun,Bakery,350,No,No,4.1,Very Good,64
3500365,First Gear Cafe,Dehradun,"Cafe, Chinese",700,No,No,3.9,Good,131
3500013,Dunkin Donuts,Dehradun,"Burger, Desserts",600,No,No,3.9,Good,101
3500024,Doon Darbar,Dehradun,"North Indian, Mughlai",600,No,No,3.9,Good,121
3500488,Razzmatazz,Dehradun,Cafe,400,No,No,3.9,Good,39
3500505,Barbeque Nation,Dehradun,"North Indian, Mediterranean, Asian, Chinese",1600,No,No,4.4,Very Good,66
3500010,Black Pepper Restaurant,Dehradun,"North Indian, Chinese",1200,No,No,4,Very Good,175
3500414,Cafe Marigold,Dehradun,"Cafe, Chinese, Fast Food",500,No,No,4.1,Very Good,104
18440677,Jalapenos,Dehradun,"Cafe, Mexican",500,No,No,4.2,Very Good,68
3500484,Kalsang AMA Cafe,Dehradun,Cafe,600,No,No,4.2,Very Good,89
301728,Desire Foods,Faridabad,"Chinese, Fast Food, Bakery",250,No,No,2.9,Average,4
5992,Knight Rock,Faridabad,"North Indian, Chinese",500,No,No,2.8,Average,16
301730,Punjab Restaurant,Faridabad,North Indian,150,No,No,2.8,Average,8
301729,Raju Dhaba,Faridabad,North Indian,150,No,No,2.9,Average,8
301731,Rakheja Bakery,Faridabad,Bakery,100,No,No,2.8,Average,7
311053,Snax Points,Faridabad,"Chinese, North Indian, Fast Food",300,No,No,3,Average,4
9299,Aggarwal Sweet Corner,Faridabad,Mithai,100,No,No,0,Not rated,1
9178,Kashyap Vaishno Dhaba,Faridabad,North Indian,100,No,No,0,Not rated,3
18477319,Total Food Court,Faridabad,"North Indian, Mughlai, Chinese",400,No,No,0,Not rated,3
18433852,The Chaiwalas,Faridabad,Cafe,300,No,No,0,Not rated,0
304046,Cafe And More,Faridabad,"Fast Food, North Indian",300,No,No,2.9,Average,4
309936,Green Chick Chop,Faridabad,"Raw Meats, North Indian, Fast Food",350,No,No,3,Average,7
309927,Kolkata Hot Kathi Rolls,Faridabad,"Fast Food, Chinese",300,No,No,2.9,Average,11
18377449,Aapki Rasoi,Faridabad,North Indian,200,No,No,0,Not rated,1
18465871,Fusion Food Corner,Faridabad,"North Indian, Chinese",300,No,No,0,Not rated,0
18472646,Punjabi Rasoi,Faridabad,North Indian,400,No,No,0,Not rated,0
18037826,Kebab Xpress,Faridabad,"North Indian, Mughlai",600,No,Yes,2.8,Average,49
301163,McDonald's,Faridabad,"Fast Food, Burger",500,No,No,3.4,Average,58
4931,Suruchi,Faridabad,"North Indian, South Indian, Gujarati, Rajasthani",700,No,No,3.4,Average,233
1804,Berco's,Faridabad,"Chinese, Thai",1100,No,Yes,3.8,Good,508
312102,Dunkin' Donuts,Faridabad,"Burger, Desserts, Fast Food",600,No,Yes,3.6,Good,98
18217857,The Chocolate Room,Faridabad,"Cafe, Desserts",900,No,Yes,3.6,Good,59
18471268,Baskin Robbin,Faridabad,Desserts,300,No,No,0,Not rated,0
18381244,Popcorn Fusion,Faridabad,Fast Food,200,No,No,0,Not rated,1
18408041,Subway,Faridabad,"American, Fast Food, Salad, Healthy Food",500,No,No,0,Not rated,2
311051,KFC,Faridabad,"American, Fast Food, Burger",500,No,Yes,2.1,Poor,57
18133510,Barbeque Nation,Faridabad,North Indian,1600,No,No,4,Very Good,299
308380,Yo! China,Faridabad,Chinese,1300,No,Yes,4.1,Very Good,239
6077,Giani's,Faridabad,"Ice Cream, Desserts",400,No,No,3.2,Average,16
308082,Momo-Cha,Faridabad,Fast Food,200,No,Yes,2.7,Average,16
309558,Shree Rathnam,Faridabad,"South Indian, North Indian, Chinese",800,No,Yes,3.4,Average,48
8128,Mirage Restro Bar,Faridabad,"North Indian, Mughlai",1000,Yes,No,2.4,Poor,25
304062,Jai Jagannath Hotel,Faridabad,South Indian,200,No,No,0,Not rated,3
9785,Gelato Vinto,Faridabad,"Desserts, Ice Cream",250,No,No,2.8,Average,12
312514,Maggi Point,Faridabad,Fast Food,200,No,No,0,Not rated,2
308961,Angaar,Faridabad,"North Indian, Chinese",1200,Yes,No,0,Not rated,0
308963,TcozY,Faridabad,Cafe,1500,No,No,0,Not rated,0
308962,The Retriever,Faridabad,"North Indian, Mughlai, Chinese",1500,Yes,No,0,Not rated,0
8169,Bangali Sweets & Restaurant,Faridabad,Mithai,100,No,No,0,Not rated,2
309368,Silver,Faridabad,"North Indian, Chinese, Continental",1500,Yes,No,0,Not rated,3
18472429,Chill 'N Grill,Faridabad,North Indian,300,No,No,0,Not rated,0
